"Nhóm","ID","Nhãn","Kiểu","Đã lưu","Giá trị đang lưu","Giá trị mặc định"
"Chưa có trong schema","section_pro_2_url","","","Có","/san-pham-noi-bat",""
"Chưa có trong schema","contact_messenger_enable","","","Có","true",""
"Chưa có trong schema","contact_messenger","","","Có","https://www.facebook.com/pharmacosmeticsvn",""
"Chưa có trong schema","contact_whatsapp_enable","","","Có","true",""
"Chưa có trong schema","contact_whatsapp_title","","","Có","WhatsApp:",""
"Chưa có trong schema","contact_whatsapp","","","Có","84967194063",""
"Chưa có trong schema","contact_map","","","Có","/he-thong-cua-hang",""
"Chưa có trong schema","contact_map_title","","","Có","Hệ thống cửa hàng:",""
"Chưa có trong schema","header_search_promo","","","Có","Tặng tinh dầu dưỡng tóc Moroccanoil Treatment Phiên Bản Giới Hạn trị giá 1tr4 cho hoá đơn mua hàng từ 4tr",""
"Chưa có trong schema","section_about_title","","","Có","<span>Pharma Cosmetics</span> SKIN HEALTH BEAUTY ",""
"Chưa có trong schema","section_about_link","","","Có","https://pharmacosmetics-vn.com/pharma-cosmetics-hon-mot-thap-ky-kien-tao-ve-dep-tu-nen-tang-khoa-hoc",""
"Chưa có trong schema","section_about_desc","","","Có","Pharma Cosmetics phân phối hơn 400 thương hiệu dược mỹ phẩm nhập khẩu chính ngạch. Kết hợp với phòng trị liệu SKIN HEALTH BEAUTY, khách hàng có thể vừa mua đúng sản phẩm, vừa được điều trị chuyên sâu tại chỗ.",""
"Chưa có trong schema","use_thongbao","","","Có","false",""
"Chưa có trong schema","use_ngonngu","","","Có","false",""
"Chưa có trong schema","section_about_product_1_alt","","","Có","Banner",""
"Chưa có trong schema","section_about_button","","","Có","Xem thêm",""
"Chưa có trong schema","section_col_1","","","Có","bo-sung-collagen",""
"Chưa có trong schema","section_col_1_limit","","","Có","6",""
"Chưa có trong schema","product_google","","","Có","https://docs.google.com/spreadsheets/d/e/2PACX-1vS1LoAHgEjaeeulTh0yiBZbhQMyp-kb_BxqFbnDVI7n22uMZGYpGs8gD2O6QcqP2B8YTUbCsOQbqQn8/pub?output=csv",""
"Chưa có trong schema","title_tra_gop_pop","","","Có","ĐẶT TRƯỚC SẢN PHẨM",""
"Chưa có trong schema","use_thongbao2","","","Có","false",""
"Chưa có trong schema","use_thongbao5","","","Có","false",""
"Chưa có trong schema","title_thongbao5","","","Có","Tối ưu SEO",""
"Chưa có trong schema","tien_ich_title","","","Có","<span>Tiện ích</span> cho khách hàng",""
"Chưa có trong schema","section_category_title","","","Có","<span>SẢN PHẨM</span> nổi bật",""
"Chưa có trong schema","title_search_key_tab_product_1","","","Có","Từ khóa liên quan",""
"Chưa có trong schema","search_key_tab_product_1","","","Có","Cách trị mụn nội tiết tại nhà;Dùng gì sau khi Peel da?;Serum cho da giãn mao mạch",""
"Chưa có trong schema","banner_right1","","","Có","true",""
"Chưa có trong schema","tab_image_alt_2","","","Có","Banner",""
"Chưa có trong schema","title_search_key_tab_product_2","","","Có","Từ khóa liên quan",""
"Chưa có trong schema","search_key_tab_product_2","","","Có","Cách trị mụn nội tiết;Phục hồi da sau Peel;Dược mỹ phẩm cho da nhạy cảm;Trị nám chuẩn y khoa;Skincare tối giản cho da dầu",""
"Chưa có trong schema","banner_right2","","","Có","true",""
"Chưa có trong schema","section_about_subtitle","","","Có","Về chúng tôi",""
"Chưa có trong schema","title_col_2_pro","","","Có","<span>Lựa chọn</span> Hoạt chất",""
"Chưa có trong schema","section_col_2","","","Có","ban-chay",""
"Chưa có trong schema","section_col_2_limit","","","Có","8",""
"Chưa có trong schema","enable_1info_1","","","Có","true",""
"Chưa có trong schema","color_1info_1","","","Có","#070707",""
"Chưa có trong schema","aside_product_1_menu","","","Có","thuc-pham-chuc-nang",""
"Chưa có trong schema","aside_product_2_menu","","","Có","mua-sam-theo-thanh-phan",""
"Chưa có trong schema","title1_1info_1","","","Có","",""
"Chưa có trong schema","title2_1info_1","","","Có","",""
"Chưa có trong schema","content_1info_1","","","Có","",""
"Chưa có trong schema","section_blog2_title","","","Có","<span>Danh mục</span> Sản phẩm",""
"Chưa có trong schema","section_blog2_url","","","Có","bi-quyet",""
"Chưa có trong schema","aside_blog2_menu","","","Có","dong-san-pham-cu-the",""
"Chưa có trong schema","info_about1_content","","","Có","Đội ngũ chuyên viên giàu kinh nghiệm, được đào tạo chuyên sâu về cấu trúc da và ứng dụng dược mỹ phẩm, cam kết mang đến liệu trình an toàn và hiệu quả tối ưu.",""
"Chưa có trong schema","info_about2_title","","","Có","Liệu trình cá nhân hóa 1:1 ",""
"Chưa có trong schema","info_about2_content","","","Có","Mỗi liệu trình được thiết kế riêng biệt dựa trên kết quả phân tích da chuyên sâu, giúp giải quyết triệt để các vấn đề và phục hồi sức khỏe làn da từ gốc.

",""
"Chưa có trong schema","info_about3_title","","","Có","Công nghệ & Thiết bị hiện đại ",""
"Chưa có trong schema","info_about3_content","","","Có","Ứng dụng các công nghệ làm đẹp tiên tiến và thiết bị hiện đại hàng đầu, đảm bảo quy trình trị liệu chuẩn y khoa, mang lại hiệu quả vượt trội.",""
"Chưa có trong schema","use_thongbao1","","","Có","false",""
"Chưa có trong schema","contact_hotline_title","","","Có","0967194063",""
"Chưa có trong schema","sub_title_danhmuc","","","Có","Phạm vi của các vấn đề da liễu rất rộng, bao gồm cả các bệnh lý cần điều trị và các tình trạng da phổ biến liên quan đến thẩm mỹ và chăm sóc hàng ngày. Dưới đây là danh sách kết hợp cả hai nhóm, tập trung vào những vấn đề mà khách hàng thường tìm kiếm giải pháp sản phẩm:",""
"Chưa có trong schema","title_danhmuc","","","Có","9 Vấn Đề Da Liễu Thường Gặp",""
"Chưa có trong schema","use_thongbao6","","","Có","false",""
"Chưa có trong schema","info_about_ena_txt_1","","","Có","5000+",""
"Chưa có trong schema","link_thongbao3","","","Có","https://pharmacosmetics-vn.com/apps/affiliate-v2",""
"Chưa có trong schema","use_thongbao4","","","Có","false",""
"Chưa có trong schema","use_thongbao3","","","Có","false",""
"Chưa có trong schema","url_1banner_1","","","Có","https://chat.zalo.me/0965594399",""
"Chưa có trong schema","tab_image_link_1","","","Có","https://pharmacosmetics-vn.com/vivant-8-mandelic-acid-3-in-1-serum-serum-dieu-tri-mun-lao-hoa-sac-to-khong-deu-mau",""
"Chưa có trong schema","tab_image_link_2","","","Có","https://pharmacosmetics-vn.com/oh-oh-daily-nia23-advanced-correcting-serum-tinh-chat-sua-chua-sac-to-chuyen-sau-sang-da-giam-tham-nam",""
"Chưa có trong schema","product2_url","","","Có","https://pharmacosmetics-vn.com/oh-oh",""
"Chưa có trong schema","info_about_ena_txt_2","","","Có","Khách hàng tin tưởng",""
"Chưa có trong schema","info_about1_title","","","Có","SKIN HEALTH BEAUTY - Liệu Trình Chăm Sóc Da Chuẩn Khoa Học",""
"Chưa có trong schema","banner_right_1_url","","","Có","https://pharmacosmetics-vn.com/iconskin",""
"Chưa có trong schema","banner_right_2_url","","","Có","https://pharmacosmetics-vn.com/neova-smart-skincare",""
"Chưa có trong schema","home_section_1_margin","","","Có","0px",""
"Chưa có trong schema","home_section_2_margin","","","Có","0px",""
"Chưa có trong schema","home_section_3_margin","","","Có","0px",""
"Chưa có trong schema","home_section_4_margin","","","Có","0px",""
"Chưa có trong schema","home_section_5_margin","","","Có","0px",""
"Chưa có trong schema","home_section_6_margin","","","Có","0px",""
"Chưa có trong schema","home_section_7_margin","","","Có","0px",""
"Chưa có trong schema","home_section_8_margin","","","Có","0px",""
"Chưa có trong schema","home_section_9_margin","","","Có","0px",""
"Chưa có trong schema","home_section_10_margin","","","Có","0px",""
"Chưa có trong schema","home_section_11_margin","","","Có","0px",""
"Chưa có trong schema","enable_brand_1","","","Có","true",""
"Chưa có trong schema","url_brand_1","","","Có","/collections/all",""
"Chưa có trong schema","enable_brand_2","","","Có","true",""
"Chưa có trong schema","url_brand_2","","","Có","/collections/all",""
"Chưa có trong schema","enable_brand_3","","","Có","true",""
"Chưa có trong schema","url_brand_3","","","Có","/collections/all",""
"Chưa có trong schema","enable_brand_4","","","Có","true",""
"Chưa có trong schema","url_brand_4","","","Có","/collections/all",""
"Chưa có trong schema","enable_brand_5","","","Có","true",""
"Chưa có trong schema","url_brand_5","","","Có","/collections/all",""
"Chưa có trong schema","enable_brand_6","","","Có","true",""
"Chưa có trong schema","url_brand_6","","","Có","/collections/all",""
"Chưa có trong schema","payment_alt_6","","","Có","ATM",""
"Chưa có trong schema","payment_alt_7","","","Có","MoMo",""
"Chưa có trong schema","cate_1_name","","","Có","TẨY TRANG",""
"Chưa có trong schema","cate_1_url","","","Có","top-san-pham-tay-trang-noi-bat",""
"Chưa có trong schema","cate_2_name","","","Có","SỮA RỬA MẶT ",""
"Chưa có trong schema","cate_2_url","","","Có","top-san-pham-sua-rua-mat-noi-bat",""
"Chưa có trong schema","cate_3_name","","","Có","TONER",""
"Chưa có trong schema","cate_4_name","","","Có","TẨY DA CHẾT",""
"Chưa có trong schema","cate_5_name","","","Có","MẶT NẠ",""
"Chưa có trong schema","cate_6_enable","","","Có","true",""
"Chưa có trong schema","cate_3_url","","","Có","top-san-pham-toner-noi-bat",""
"Chưa có trong schema","cate_4_url","","","Có","top-san-pham-tay-da-chet-noi-bat",""
"Chưa có trong schema","cate_5_url","","","Có","top-san-pham-mat-na-ban-chay",""
"Chưa có trong schema","cate_6_url","","","Có","top-san-pham-serum-ban-chay",""
"Chưa có trong schema","cate_6_name","","","Có","SERUM",""
"Chưa có trong schema","section_pro_3_title","","","Có","Thế giới bỉm tã",""
"Chưa có trong schema","section_pro_3_url","","","Có","/collections/all",""
"Chưa có trong schema","section_pro_4_title","","","Có","Ăn dặm dinh dưỡng",""
"Chưa có trong schema","section_pro_4_url","","","Có","/collections/all",""
"Chưa có trong schema","enable_brand_7","","","Có","true",""
"Chưa có trong schema","enable_brand_8","","","Có","true",""
"Chưa có trong schema","enable_brand_9","","","Có","false",""
"Chưa có trong schema","section_pro_2_sub_title","","","Có","Yến sào Sudes Nest",""
"Chưa có trong schema","section_pro_1_sub_title","","","Có","Yến sào Sudes Nest",""
"Chưa có trong schema","section_pro_3_sub_title","","","Có","Yến sào Sudes Nest",""
"Chưa có trong schema","section_pro_4_sub_title","","","Có","Yến sào Sudes Nest",""
"Chưa có trong schema","section_pro_1_title_1","","","Có","Da Mụn & Dầu",""
"Chưa có trong schema","section_pro_1_url_1","","","Có","da-mun-dau",""
"Chưa có trong schema","section_pro_1_title_2","","","Có","Nám & Sắc Tố",""
"Chưa có trong schema","section_pro_1_url_2","","","Có","nam-va-tan-nhang-melasma-freckles",""
"Chưa có trong schema","section_pro_1_title_3","","","Có","Dưỡng Ẩm & Phục Hồi",""
"Chưa có trong schema","section_pro_1_url_3","","","Có","phuc-hoi-da-nhay-cam",""
"Chưa có trong schema","section_pro_1_title_4","","","Có","Chống Lão Hóa",""
"Chưa có trong schema","section_pro_1_url_4","","","Có","kem-duong-am-tre-hoa-da",""
"Chưa có trong schema","section_pro_2_title_1","","","Có","Mụn Nội Tiết",""
"Chưa có trong schema","section_pro_2_url_1","","","Có","mun-noi-tiet",""
"Chưa có trong schema","section_pro_2_title_2","","","Có","Rosacea & Giãn Mao Mạch",""
"Chưa có trong schema","section_pro_2_url_2","","","Có","rosacea",""
"Chưa có trong schema","section_pro_2_title_3","","","Có","Tăng Sắc Tố (PIH/PIE)",""
"Chưa có trong schema","section_pro_2_url_3","","","Có","tang-sac-to-sau-viem-pih-2",""
"Chưa có trong schema","section_pro_2_title_4","","","Có","Viêm Da Tiết Bã",""
"Chưa có trong schema","section_pro_2_url_4","","","Có","viem-da-tiet-ba",""
"Chưa có trong schema","section_pro_3_title_1","","","Có","Tả quần",""
"Chưa có trong schema","section_pro_3_url_1","","","Có","san-pham-noi-bat",""
"Chưa có trong schema","section_pro_3_title_2","","","Có","Tả dán",""
"Chưa có trong schema","section_pro_3_url_2","","","Có","san-pham-noi-bat",""
"Chưa có trong schema","section_pro_3_title_3","","","Có","Miếng lót",""
"Chưa có trong schema","section_pro_3_url_3","","","Có","san-pham-noi-bat",""
"Chưa có trong schema","section_pro_3_title_4","","","Có","",""
"Chưa có trong schema","section_pro_3_url_4","","","Có","yen-chung-hat-sen",""
"Chưa có trong schema","section_pro_4_url_1","","","Có","san-pham-noi-bat",""
"Chưa có trong schema","section_pro_4_title_1","","","Có","Bột ăn dặm",""
"Chưa có trong schema","section_pro_4_title_2","","","Có","Thức ăn nghiền",""
"Chưa có trong schema","section_pro_4_url_2","","","Có","san-pham-noi-bat",""
"Chưa có trong schema","section_pro_4_title_3","","","Có","Phô mai váng sữa",""
"Chưa có trong schema","section_pro_4_url_3","","","Có","san-pham-noi-bat",""
"Chưa có trong schema","section_pro_4_title_4","","","Có","",""
"Chưa có trong schema","section_pro_4_url_4","","","Có","my-pham-saffron",""
"Chưa có trong schema","section_pro_1_sub_1","","","Có","",""
"Chưa có trong schema","section_pro_1_sub_2","","","Có","0-4 tháng",""
"Chưa có trong schema","section_pro_1_sub_3","","","Có","4-6 tháng",""
"Chưa có trong schema","section_pro_1_sub_4","","","Có","6-8 tháng",""
"Chưa có trong schema","section_pro_1_title_5","","","Có","Da Nhạy Cảm",""
"Chưa có trong schema","section_pro_1_sub_5","","","Có","8-12 tháng",""
"Chưa có trong schema","section_pro_1_url_5","","","Có","da-nhay-cam",""
"Chưa có trong schema","section_pro_1_title_6","","","Có","Bé biết đi",""
"Chưa có trong schema","section_pro_1_sub_6","","","Có","12 tháng trở lên",""
"Chưa có trong schema","section_pro_1_url_6","","","Có","san-pham-noi-bat",""
"Chưa có trong schema","cate_7_enable","","","Có","true",""
"Chưa có trong schema","cate_7_name","","","Có","KEM DƯỠNG ",""
"Chưa có trong schema","danhmuc_1_link","","","Có","mun-trung-ca-acne",""
"Chưa có trong schema","danhmuc_2_link","","","Có","viem-da-co-dia-eczema-cham",""
"Chưa có trong schema","danhmuc_3_link","","","Có","nam-va-tan-nhang-melasma-freckles",""
"Chưa có trong schema","danhmuc_4_link","","","Có","viem-da-tiep-xuc",""
"Chưa có trong schema","cate_7_url","","","Có","top-kem-duong-noi-bat",""
"Chưa có trong schema","tien_ich_1_title","","","Có","Đặt lịch tư vấn da",""
"Chưa có trong schema","tien_ich_1_sum","","","Có","Chuyên gia da liễu của chúng tôi sẽ lắng nghe và đưa ra liệu trình chăm sóc da phù hợp nhất cho bạn",""
"Chưa có trong schema","tien_ich_1_btn","","","Có","Đặt lịch",""
"Chưa có trong schema","tien_ich_1_url","","","Có","https://zalo.me/0965594399",""
"Chưa có trong schema","tien_ich_2_title","","","Có","Tra cứu đơn hàng",""
"Chưa có trong schema","tien_ich_2_sum","","","Có","Quý khách hàng sử dụng tiện ích này để tra cứu đơn hàng khi mua tại Pharma Cosmetics",""
"Chưa có trong schema","tien_ich_2_btn","","","Có","Tra cứu",""
"Chưa có trong schema","tien_ich_2_url","","","Có","https://zalo.me/0967194063",""
"Chưa có trong schema","tien_ich_3_title","","","Có","Hỏi đáp cùng chuyên gia",""
"Chưa có trong schema","tien_ich_3_sum","","","Có","Đặt câu hỏi trực tiếp và nhận giải đáp chi tiết về thành phần sản phẩm, cách sử dụng khoa học từ đội ngũ chuyên gia",""
"Chưa có trong schema","tien_ich_3_btn","","","Có","Xem chi tiết",""
"Chưa có trong schema","tien_ich_3_url","","","Có","https://zalo.me/0965594399",""
"Chưa có trong schema","tien_ich_4_title","","","Có","Kiểm tra nguồn gốc",""
"Chưa có trong schema","tien_ich_4_sum","","","Có","Kiểm tra mã vạch, tem chống hàng giả để đảm bảo sản phẩm chính hãng, nhập khẩu chính ngạch.
",""
"Chưa có trong schema","tien_ich_4_btn","","","Có","Kiểm tra ngay",""
"Chưa có trong schema","tien_ich_4_url","","","Có","https://zalo.me/0967194063",""
"Chưa có trong schema","cate_5_enable","","","Có","true",""
"Chưa có trong schema","cate_8_enable","","","Có","true",""
"Chưa có trong schema","cate_8_name","","","Có","CHỐNG NẮNG",""
"Chưa có trong schema","cate_8_url","","","Có","top-kem-chong-nang-noi-bat",""
"Chưa có trong schema","cate_9_enable","","","Có","false",""
"Chưa có trong schema","cate_9_name","","","Có","MANDELIC ACID",""
"Chưa có trong schema","cate_9_url","","","Có","mandelic-acid",""
"Chưa có trong schema","cate_10_enable","","","Có","false",""
"Chưa có trong schema","cate_10_name","","","Có","TRANEXAMIC ACID",""
"Chưa có trong schema","cate_10_url","","","Có","tranexamic-acid",""
"Chưa có trong schema","section_pro_2_title_5","","","Có","Phục Hồi Sau Xâm Lấn",""
"Chưa có trong schema","home_solutions_1_icon","","","Có","fas fa-leaf",""
"Chưa có trong schema","home_solutions_2_icon","","","Có","fas fa-sun",""
"Chưa có trong schema","home_solutions_3_icon","","","Có","fas fa-water",""
"Chưa có trong schema","home_solutions_4_icon","","","Có","fas fa-hourglass-half",""
"Chưa có trong schema","home_solutions_5_icon","","","Có","fas fa-tint-slash",""
"Chưa có trong schema","home_solutions_6_icon","","","Có","fas fa-heart",""
"Chưa có trong schema","display_danhmuc_1","","","Có","true",""
"Chưa có trong schema","danhmuc_1_title","","","Có","Mụn Trứng Cá ",""
"Chưa có trong schema","display_danhmuc_2","","","Có","true",""
"Chưa có trong schema","danhmuc_2_title","","","Có","Viêm Da Cơ Địa ",""
"Chưa có trong schema","display_danhmuc_3","","","Có","true",""
"Chưa có trong schema","danhmuc_3_title","","","Có","Nám và Tàn Nhang ",""
"Chưa có trong schema","display_danhmuc_4","","","Có","true",""
"Chưa có trong schema","danhmuc_4_title","","","Có","Viêm Da Tiếp Xúc",""
"Chưa có trong schema","display_danhmuc_5","","","Có","true",""
"Chưa có trong schema","danhmuc_5_title","","","Có","Nấm Da ",""
"Chưa có trong schema","danhmuc_5_link","","","Có","nam-da",""
"Chưa có trong schema","display_danhmuc_6","","","Có","true",""
"Chưa có trong schema","danhmuc_6_title","","","Có","Da Khô, Thiếu Ẩm",""
"Chưa có trong schema","danhmuc_6_link","","","Có","da-kho-thieu-am",""
"Chưa có trong schema","display_danhmuc_7","","","Có","true",""
"Chưa có trong schema","danhmuc_7_title","","","Có","Viêm Da Tiết Bã",""
"Chưa có trong schema","danhmuc_7_link","","","Có","viem-da-tiet-ba",""
"Chưa có trong schema","display_danhmuc_8","","","Có","true",""
"Chưa có trong schema","danhmuc_8_title","","","Có","Lão Hóa Da ",""
"Chưa có trong schema","danhmuc_8_link","","","Có","lao-hoa-da-1",""
"Chưa có trong schema","display_danhmuc_9","","","Có","true",""
"Chưa có trong schema","danhmuc_9_title","","","Có","Viêm Nang Lông",""
"Chưa có trong schema","danhmuc_9_link","","","Có","viem-nang-long",""
"Chưa có trong schema","display_danhmuc_10","","","Có","false",""
"Chưa có trong schema","danhmuc_10_title","","","Có","Nổi Mề Đay - Mẩn Ngứa ",""
"Chưa có trong schema","danhmuc_10_link","","","Có","san-pham-noi-bat",""
"Chưa có trong schema","cate_11_name","","","Có","",""
"Chưa có trong schema","cate_11_enable","","","Có","false",""
"Chưa có trong schema","section_pro_2_url_5","","","Có","phuc-hoi-sau-xam-lan",""
"Chưa có trong schema","col_bestseller_col","","","Có","flash-sale-1",""
"Chưa có trong schema","col_bestseller_tag","","","Có","ban-chay",""
"Chưa có trong schema","col_bestseller_eyebrow","","","Có","Giảm giá sốc",""
"Chưa có trong schema","col_bestseller_title","","","Có","Khách hàng yêu thích",""
"Chưa có trong schema","col_bestseller_viewall","","","Có","Xem tất cả",""
"Chưa có trong schema","home_flashsale_enable","","","Có","true",""
"Chưa có trong schema","home_solutions_1_actives","","","Có","Salicylic Acid • B5",""
"Chưa có trong schema","home_solutions_1_desc","","","Có","Thanh lọc cổ nang lông, kiểm soát dầu thừa và giảm sưng viêm nhanh chóng.",""
"Chưa có trong schema","home_solutions_1_link","","","Có","/tri-mun",""
"Chưa có trong schema","home_solutions_2_actives","","","Có","Tranexamic • Vitamin C",""
"Chưa có trong schema","home_solutions_2_desc","","","Có","Ức chế enzyme Tyrosinase, làm mờ đốm nâu và phục hồi độ sáng đều màu.",""
"Chưa có trong schema","home_solutions_2_link","","","Có","/tri-nam",""
"Chưa có trong schema","home_solutions_3_actives","","","Có","Ceramide • Panthenol B5",""
"Chưa có trong schema","home_solutions_3_desc","","","Có","Tái thiết lập màng lipid sinh học, cấp ẩm đa tầng và giảm đỏ rát tức thì.",""
"Chưa có trong schema","home_solutions_3_link","","","Có","/duong-am",""
"Chưa có trong schema","home_solutions_4_actives","","","Có","Retinol • Matrixyl Peptide",""
"Chưa có trong schema","home_solutions_4_desc","","","Có","Thúc đẩy tái tạo tế bào, kích sinh collagen và cải thiện độ săn chắc đàn hồi.",""
"Chưa có trong schema","home_solutions_4_link","","","Có","/chong-lao-hoa",""
"Chưa có trong schema","home_solutions_5_actives","","","Có","Niacinamide 10% • Zinc",""
"Chưa có trong schema","home_solutions_5_desc","","","Có","Se khít thành nang lông, thanh tẩy da chết vi mô cho bề mặt láng mịn.",""
"Chưa có trong schema","home_solutions_5_link","","","Có","/lam-sang",""
"Chưa có trong schema","home_solutions_6_actives","","","Có","Centella • Nước khoáng",""
"Chưa có trong schema","home_solutions_6_desc","","","Có","Công thức tối giản kiểm nghiệm da liễu, bảo vệ an toàn cho nền da tổn thương.",""
"Chưa có trong schema","home_solutions_6_link","","","Có","/dieu-tri-chuyen-nghiep",""
